occurrenceID	measurementValue	measurementType	measurementUnit
EE0493_asv.16613	1450	sample size	ml
EE0493_asv.16615	1450	sample size	ml
EE0493_asv.16618	1450	sample size	ml
EE0493_asv.16619	1450	sample size	ml
EE0493_asv.16621	1450	sample size	ml
EE0493_asv.16628	1450	sample size	ml
EE0493_asv.16630	1450	sample size	ml
EE0493_asv.16631	1450	sample size	ml
EE0493_asv.16633	1450	sample size	ml
EE0493_asv.16635	1450	sample size	ml
EE0493_asv.16636	1450	sample size	ml
EE0493_asv.16638	1450	sample size	ml
EE0493_asv.16641	1450	sample size	ml
EE0493_asv.16642	1450	sample size	ml
EE0493_asv.16643	1450	sample size	ml
EE0493_asv.16645	1450	sample size	ml
EE0493_asv.16646	1450	sample size	ml
EE0493_asv.16647	1450	sample size	ml
EE0493_asv.16648	1450	sample size	ml
EE0493_asv.16650	1450	sample size	ml
EE0493_asv.16653	1450	sample size	ml
EE0493_asv.16655	1450	sample size	ml
EE0493_asv.16658	1450	sample size	ml
EE0493_asv.16660	1450	sample size	ml
EE0493_asv.16661	1450	sample size	ml
EE0493_asv.16662	1450	sample size	ml
EE0493_asv.16663	1450	sample size	ml
EE0493_asv.16664	1450	sample size	ml
EE0493_asv.16665	1450	sample size	ml
EE0493_asv.16667	1450	sample size	ml
EE0493_asv.16669	1450	sample size	ml
EE0493_asv.16674	1450	sample size	ml
EE0493_asv.16676	1450	sample size	ml
EE0493_asv.16680	1450	sample size	ml
EE0493_asv.16681	1450	sample size	ml
EE0493_asv.16683	1450	sample size	ml
EE0493_asv.16685	1450	sample size	ml
EE0493_asv.16686	1450	sample size	ml
EE0493_asv.16688	1450	sample size	ml
EE0493_asv.16690	1450	sample size	ml
EE0493_asv.16692	1450	sample size	ml
EE0493_asv.16694	1450	sample size	ml
EE0493_asv.16695	1450	sample size	ml
EE0493_asv.16700	1450	sample size	ml
EE0493_asv.16701	1450	sample size	ml
EE0493_asv.16702	1450	sample size	ml
EE0493_asv.16703	1450	sample size	ml
EE0493_asv.16708	1450	sample size	ml
EE0493_asv.16709	1450	sample size	ml
EE0493_asv.16710	1450	sample size	ml
EE0493_asv.16714	1450	sample size	ml
EE0493_asv.16715	1450	sample size	ml
EE0493_asv.16720	1450	sample size	ml
EE0493_asv.16721	1450	sample size	ml
EE0493_asv.16725	1450	sample size	ml
EE0493_asv.16726	1450	sample size	ml
EE0493_asv.16729	1450	sample size	ml
EE0493_asv.16731	1450	sample size	ml
EE0493_asv.16735	1450	sample size	ml
EE0493_asv.16736	1450	sample size	ml
EE0493_asv.16737	1450	sample size	ml
EE0493_asv.16742	1450	sample size	ml
EE0493_asv.16756	1450	sample size	ml
EE0493_asv.16759	1450	sample size	ml
EE0493_asv.16760	1450	sample size	ml
EE0493_asv.16761	1450	sample size	ml
EE0493_asv.16764	1450	sample size	ml
EE0493_asv.16769	1450	sample size	ml
EE0493_asv.16770	1450	sample size	ml
EE0493_asv.16776	1450	sample size	ml
EE0493_asv.16783	1450	sample size	ml
EE0493_asv.16787	1450	sample size	ml
EE0493_asv.16796	1450	sample size	ml
EE0493_asv.16808	1450	sample size	ml
EE0493_asv.16810	1450	sample size	ml
EE0493_asv.16813	1450	sample size	ml
EE0493_asv.16822	1450	sample size	ml
EE0493_asv.16823	1450	sample size	ml
EE0493_asv.16824	1450	sample size	ml
EE0493_asv.16833	1450	sample size	ml
EE0493_asv.16847	1450	sample size	ml
EE0493_asv.16849	1450	sample size	ml
EE0493_asv.16850	1450	sample size	ml
EE0493_asv.16851	1450	sample size	ml
EE0493_asv.16852	1450	sample size	ml
EE0493_asv.16853	1450	sample size	ml
EE0493_asv.16865	1450	sample size	ml
EE0493_asv.16874	1450	sample size	ml
EE0493_asv.16877	1450	sample size	ml
EE0493_asv.16894	1450	sample size	ml
EE0493_asv.16907	1450	sample size	ml
EE0493_asv.16911	1450	sample size	ml
EE0493_asv.16912	1450	sample size	ml
EE0493_asv.16913	1450	sample size	ml
EE0493_asv.16914	1450	sample size	ml
EE0493_asv.16915	1450	sample size	ml
EE0493_asv.16950	1450	sample size	ml
EE0493_asv.16951	1450	sample size	ml
EE0493_asv.16952	1450	sample size	ml
EE0493_asv.16953	1450	sample size	ml
EE0493_asv.16954	1450	sample size	ml
EE0493_asv.16955	1450	sample size	ml
EE0493_asv.16956	1450	sample size	ml
EE0493_asv.16957	1450	sample size	ml
EE0493_asv.16958	1450	sample size	ml
EE0493_asv.16959	1450	sample size	ml
EE0495_asv.2	1500	sample size	ml
EE0495_asv.5	1500	sample size	ml
EE0495_asv.6	1500	sample size	ml
EE0495_asv.7	1500	sample size	ml
EE0495_asv.9	1500	sample size	ml
EE0495_asv.10	1500	sample size	ml
EE0495_asv.11	1500	sample size	ml
EE0495_asv.12	1500	sample size	ml
EE0495_asv.14	1500	sample size	ml
EE0495_asv.16	1500	sample size	ml
EE0495_asv.17	1500	sample size	ml
EE0495_asv.19	1500	sample size	ml
EE0495_asv.20	1500	sample size	ml
EE0495_asv.21	1500	sample size	ml
EE0495_asv.22	1500	sample size	ml
EE0495_asv.25	1500	sample size	ml
EE0495_asv.26	1500	sample size	ml
EE0495_asv.27	1500	sample size	ml
EE0495_asv.28	1500	sample size	ml
EE0495_asv.29	1500	sample size	ml
EE0495_asv.31	1500	sample size	ml
EE0495_asv.33	1500	sample size	ml
EE0495_asv.37	1500	sample size	ml
EE0495_asv.38	1500	sample size	ml
EE0495_asv.39	1500	sample size	ml
EE0495_asv.40	1500	sample size	ml
EE0495_asv.41	1500	sample size	ml
EE0495_asv.42	1500	sample size	ml
EE0495_asv.43	1500	sample size	ml
EE0495_asv.45	1500	sample size	ml
EE0495_asv.47	1500	sample size	ml
EE0495_asv.50	1500	sample size	ml
EE0495_asv.51	1500	sample size	ml
EE0495_asv.52	1500	sample size	ml
EE0495_asv.53	1500	sample size	ml
EE0495_asv.55	1500	sample size	ml
EE0495_asv.56	1500	sample size	ml
EE0495_asv.57	1500	sample size	ml
EE0495_asv.59	1500	sample size	ml
EE0495_asv.61	1500	sample size	ml
EE0495_asv.63	1500	sample size	ml
EE0495_asv.65	1500	sample size	ml
EE0495_asv.66	1500	sample size	ml
EE0495_asv.70	1500	sample size	ml
EE0495_asv.71	1500	sample size	ml
EE0495_asv.72	1500	sample size	ml
EE0495_asv.73	1500	sample size	ml
EE0495_asv.75	1500	sample size	ml
EE0495_asv.76	1500	sample size	ml
EE0495_asv.77	1500	sample size	ml
EE0495_asv.78	1500	sample size	ml
EE0495_asv.79	1500	sample size	ml
EE0495_asv.80	1500	sample size	ml
EE0495_asv.81	1500	sample size	ml
EE0495_asv.88	1500	sample size	ml
EE0495_asv.89	1500	sample size	ml
EE0495_asv.91	1500	sample size	ml
EE0495_asv.92	1500	sample size	ml
EE0495_asv.93	1500	sample size	ml
EE0495_asv.94	1500	sample size	ml
EE0495_asv.97	1500	sample size	ml
EE0495_asv.100	1500	sample size	ml
EE0495_asv.102	1500	sample size	ml
EE0495_asv.103	1500	sample size	ml
EE0495_asv.104	1500	sample size	ml
EE0495_asv.105	1500	sample size	ml
EE0495_asv.106	1500	sample size	ml
EE0495_asv.109	1500	sample size	ml
EE0495_asv.110	1500	sample size	ml
EE0495_asv.111	1500	sample size	ml
EE0495_asv.114	1500	sample size	ml
EE0495_asv.116	1500	sample size	ml
EE0495_asv.117	1500	sample size	ml
EE0495_asv.118	1500	sample size	ml
EE0495_asv.120	1500	sample size	ml
EE0495_asv.121	1500	sample size	ml
EE0495_asv.122	1500	sample size	ml
EE0495_asv.123	1500	sample size	ml
EE0495_asv.124	1500	sample size	ml
EE0495_asv.125	1500	sample size	ml
EE0495_asv.126	1500	sample size	ml
EE0495_asv.127	1500	sample size	ml
EE0495_asv.129	1500	sample size	ml
EE0495_asv.130	1500	sample size	ml
EE0495_asv.131	1500	sample size	ml
EE0495_asv.132	1500	sample size	ml
EE0495_asv.134	1500	sample size	ml
EE0495_asv.138	1500	sample size	ml
EE0495_asv.139	1500	sample size	ml
EE0495_asv.140	1500	sample size	ml
EE0495_asv.142	1500	sample size	ml
EE0495_asv.143	1500	sample size	ml
EE0495_asv.145	1500	sample size	ml
EE0495_asv.148	1500	sample size	ml
EE0495_asv.149	1500	sample size	ml
EE0495_asv.150	1500	sample size	ml
EE0495_asv.151	1500	sample size	ml
EE0495_asv.153	1500	sample size	ml
EE0495_asv.154	1500	sample size	ml
EE0495_asv.155	1500	sample size	ml
EE0495_asv.159	1500	sample size	ml
EE0495_asv.161	1500	sample size	ml
EE0495_asv.162	1500	sample size	ml
EE0495_asv.164	1500	sample size	ml
EE0495_asv.165	1500	sample size	ml
EE0495_asv.166	1500	sample size	ml
EE0495_asv.167	1500	sample size	ml
EE0495_asv.169	1500	sample size	ml
EE0495_asv.171	1500	sample size	ml
EE0495_asv.173	1500	sample size	ml
EE0495_asv.175	1500	sample size	ml
EE0495_asv.176	1500	sample size	ml
EE0495_asv.177	1500	sample size	ml
EE0495_asv.178	1500	sample size	ml
EE0495_asv.179	1500	sample size	ml
EE0495_asv.183	1500	sample size	ml
EE0495_asv.184	1500	sample size	ml
EE0495_asv.185	1500	sample size	ml
EE0495_asv.187	1500	sample size	ml
EE0495_asv.188	1500	sample size	ml
EE0495_asv.191	1500	sample size	ml
EE0495_asv.192	1500	sample size	ml
EE0495_asv.194	1500	sample size	ml
EE0495_asv.196	1500	sample size	ml
EE0495_asv.199	1500	sample size	ml
EE0495_asv.201	1500	sample size	ml
EE0495_asv.203	1500	sample size	ml
EE0495_asv.206	1500	sample size	ml
EE0495_asv.207	1500	sample size	ml
EE0495_asv.209	1500	sample size	ml
EE0495_asv.210	1500	sample size	ml
EE0495_asv.211	1500	sample size	ml
EE0495_asv.212	1500	sample size	ml
EE0495_asv.214	1500	sample size	ml
EE0495_asv.215	1500	sample size	ml
EE0495_asv.216	1500	sample size	ml
EE0495_asv.217	1500	sample size	ml
EE0495_asv.218	1500	sample size	ml
EE0495_asv.219	1500	sample size	ml
EE0495_asv.220	1500	sample size	ml
EE0495_asv.222	1500	sample size	ml
EE0495_asv.223	1500	sample size	ml
EE0495_asv.224	1500	sample size	ml
EE0495_asv.225	1500	sample size	ml
EE0495_asv.226	1500	sample size	ml
EE0495_asv.227	1500	sample size	ml
EE0495_asv.228	1500	sample size	ml
EE0495_asv.229	1500	sample size	ml
EE0495_asv.230	1500	sample size	ml
EE0495_asv.232	1500	sample size	ml
EE0495_asv.234	1500	sample size	ml
EE0495_asv.235	1500	sample size	ml
EE0495_asv.236	1500	sample size	ml
EE0495_asv.238	1500	sample size	ml
EE0495_asv.245	1500	sample size	ml
EE0495_asv.247	1500	sample size	ml
EE0495_asv.248	1500	sample size	ml
EE0495_asv.249	1500	sample size	ml
EE0495_asv.251	1500	sample size	ml
EE0495_asv.252	1500	sample size	ml
EE0495_asv.253	1500	sample size	ml
EE0495_asv.255	1500	sample size	ml
EE0495_asv.256	1500	sample size	ml
EE0495_asv.257	1500	sample size	ml
EE0495_asv.259	1500	sample size	ml
EE0495_asv.261	1500	sample size	ml
EE0495_asv.262	1500	sample size	ml
EE0495_asv.263	1500	sample size	ml
EE0495_asv.264	1500	sample size	ml
EE0495_asv.266	1500	sample size	ml
EE0495_asv.268	1500	sample size	ml
EE0495_asv.271	1500	sample size	ml
EE0495_asv.273	1500	sample size	ml
EE0495_asv.274	1500	sample size	ml
EE0495_asv.275	1500	sample size	ml
EE0495_asv.277	1500	sample size	ml
EE0495_asv.280	1500	sample size	ml
EE0495_asv.281	1500	sample size	ml
EE0495_asv.282	1500	sample size	ml
EE0495_asv.283	1500	sample size	ml
EE0495_asv.284	1500	sample size	ml
EE0495_asv.285	1500	sample size	ml
EE0495_asv.286	1500	sample size	ml
EE0495_asv.287	1500	sample size	ml
EE0495_asv.288	1500	sample size	ml
EE0495_asv.290	1500	sample size	ml
EE0495_asv.291	1500	sample size	ml
EE0495_asv.292	1500	sample size	ml
EE0495_asv.293	1500	sample size	ml
EE0495_asv.294	1500	sample size	ml
EE0495_asv.295	1500	sample size	ml
EE0495_asv.297	1500	sample size	ml
EE0495_asv.298	1500	sample size	ml
EE0495_asv.300	1500	sample size	ml
EE0495_asv.302	1500	sample size	ml
EE0495_asv.303	1500	sample size	ml
EE0495_asv.304	1500	sample size	ml
EE0495_asv.305	1500	sample size	ml
EE0495_asv.306	1500	sample size	ml
EE0495_asv.308	1500	sample size	ml
EE0495_asv.309	1500	sample size	ml
EE0495_asv.310	1500	sample size	ml
EE0495_asv.312	1500	sample size	ml
EE0495_asv.313	1500	sample size	ml
EE0495_asv.314	1500	sample size	ml
EE0495_asv.315	1500	sample size	ml
EE0495_asv.320	1500	sample size	ml
EE0495_asv.322	1500	sample size	ml
EE0495_asv.324	1500	sample size	ml
EE0495_asv.326	1500	sample size	ml
EE0495_asv.327	1500	sample size	ml
EE0495_asv.329	1500	sample size	ml
EE0495_asv.331	1500	sample size	ml
EE0495_asv.332	1500	sample size	ml
EE0495_asv.334	1500	sample size	ml
EE0495_asv.335	1500	sample size	ml
EE0495_asv.336	1500	sample size	ml
EE0495_asv.337	1500	sample size	ml
EE0495_asv.339	1500	sample size	ml
EE0495_asv.343	1500	sample size	ml
EE0495_asv.344	1500	sample size	ml
EE0495_asv.345	1500	sample size	ml
EE0495_asv.351	1500	sample size	ml
EE0495_asv.352	1500	sample size	ml
EE0495_asv.353	1500	sample size	ml
EE0495_asv.355	1500	sample size	ml
EE0495_asv.356	1500	sample size	ml
EE0495_asv.357	1500	sample size	ml
EE0495_asv.358	1500	sample size	ml
EE0495_asv.359	1500	sample size	ml
EE0495_asv.360	1500	sample size	ml
EE0495_asv.361	1500	sample size	ml
EE0495_asv.363	1500	sample size	ml
EE0495_asv.364	1500	sample size	ml
EE0495_asv.365	1500	sample size	ml
EE0495_asv.366	1500	sample size	ml
EE0495_asv.367	1500	sample size	ml
EE0495_asv.368	1500	sample size	ml
EE0495_asv.369	1500	sample size	ml
EE0495_asv.370	1500	sample size	ml
EE0495_asv.372	1500	sample size	ml
EE0495_asv.373	1500	sample size	ml
EE0495_asv.374	1500	sample size	ml
EE0495_asv.375	1500	sample size	ml
EE0495_asv.377	1500	sample size	ml
EE0495_asv.378	1500	sample size	ml
EE0495_asv.380	1500	sample size	ml
EE0495_asv.381	1500	sample size	ml
EE0495_asv.382	1500	sample size	ml
EE0495_asv.383	1500	sample size	ml
EE0495_asv.384	1500	sample size	ml
EE0495_asv.387	1500	sample size	ml
EE0495_asv.388	1500	sample size	ml
EE0495_asv.389	1500	sample size	ml
EE0495_asv.390	1500	sample size	ml
EE0495_asv.391	1500	sample size	ml
EE0495_asv.393	1500	sample size	ml
EE0495_asv.394	1500	sample size	ml
EE0495_asv.395	1500	sample size	ml
EE0495_asv.396	1500	sample size	ml
EE0495_asv.397	1500	sample size	ml
EE0495_asv.398	1500	sample size	ml
EE0495_asv.401	1500	sample size	ml
EE0495_asv.403	1500	sample size	ml
EE0495_asv.405	1500	sample size	ml
EE0495_asv.406	1500	sample size	ml
EE0495_asv.407	1500	sample size	ml
EE0495_asv.409	1500	sample size	ml
EE0495_asv.411	1500	sample size	ml
EE0495_asv.412	1500	sample size	ml
EE0495_asv.413	1500	sample size	ml
EE0495_asv.414	1500	sample size	ml
EE0495_asv.416	1500	sample size	ml
EE0495_asv.419	1500	sample size	ml
EE0495_asv.421	1500	sample size	ml
EE0495_asv.422	1500	sample size	ml
EE0495_asv.423	1500	sample size	ml
EE0495_asv.426	1500	sample size	ml
EE0495_asv.427	1500	sample size	ml
EE0495_asv.429	1500	sample size	ml
EE0495_asv.430	1500	sample size	ml
EE0495_asv.431	1500	sample size	ml
EE0495_asv.433	1500	sample size	ml
EE0495_asv.434	1500	sample size	ml
EE0495_asv.436	1500	sample size	ml
EE0495_asv.437	1500	sample size	ml
EE0495_asv.438	1500	sample size	ml
EE0495_asv.440	1500	sample size	ml
EE0495_asv.441	1500	sample size	ml
EE0495_asv.442	1500	sample size	ml
EE0495_asv.443	1500	sample size	ml
EE0495_asv.445	1500	sample size	ml
EE0495_asv.448	1500	sample size	ml
EE0495_asv.449	1500	sample size	ml
EE0495_asv.450	1500	sample size	ml
EE0495_asv.452	1500	sample size	ml
EE0495_asv.453	1500	sample size	ml
EE0495_asv.454	1500	sample size	ml
EE0495_asv.455	1500	sample size	ml
EE0495_asv.456	1500	sample size	ml
EE0495_asv.458	1500	sample size	ml
EE0495_asv.459	1500	sample size	ml
EE0495_asv.460	1500	sample size	ml
EE0495_asv.461	1500	sample size	ml
EE0495_asv.462	1500	sample size	ml
EE0495_asv.463	1500	sample size	ml
EE0495_asv.464	1500	sample size	ml
EE0495_asv.465	1500	sample size	ml
EE0495_asv.467	1500	sample size	ml
EE0495_asv.468	1500	sample size	ml
EE0495_asv.469	1500	sample size	ml
EE0495_asv.470	1500	sample size	ml
EE0495_asv.472	1500	sample size	ml
EE0495_asv.473	1500	sample size	ml
EE0495_asv.474	1500	sample size	ml
EE0495_asv.478	1500	sample size	ml
EE0495_asv.479	1500	sample size	ml
EE0495_asv.482	1500	sample size	ml
EE0495_asv.483	1500	sample size	ml
EE0495_asv.484	1500	sample size	ml
EE0495_asv.485	1500	sample size	ml
EE0495_asv.487	1500	sample size	ml
EE0495_asv.490	1500	sample size	ml
EE0495_asv.491	1500	sample size	ml
EE0495_asv.492	1500	sample size	ml
EE0495_asv.493	1500	sample size	ml
EE0495_asv.494	1500	sample size	ml
EE0495_asv.495	1500	sample size	ml
EE0495_asv.496	1500	sample size	ml
EE0495_asv.497	1500	sample size	ml
EE0495_asv.499	1500	sample size	ml
EE0495_asv.500	1500	sample size	ml
EE0495_asv.501	1500	sample size	ml
EE0495_asv.502	1500	sample size	ml
EE0495_asv.503	1500	sample size	ml
EE0495_asv.504	1500	sample size	ml
EE0495_asv.505	1500	sample size	ml
EE0495_asv.507	1500	sample size	ml
EE0495_asv.508	1500	sample size	ml
EE0495_asv.510	1500	sample size	ml
EE0495_asv.511	1500	sample size	ml
EE0495_asv.512	1500	sample size	ml
EE0495_asv.513	1500	sample size	ml
EE0495_asv.514	1500	sample size	ml
EE0495_asv.515	1500	sample size	ml
EE0495_asv.516	1500	sample size	ml
EE0495_asv.517	1500	sample size	ml
EE0495_asv.518	1500	sample size	ml
EE0495_asv.519	1500	sample size	ml
EE0495_asv.520	1500	sample size	ml
EE0495_asv.523	1500	sample size	ml
EE0495_asv.524	1500	sample size	ml
EE0495_asv.528	1500	sample size	ml
EE0495_asv.529	1500	sample size	ml
EE0495_asv.532	1500	sample size	ml
EE0495_asv.533	1500	sample size	ml
EE0495_asv.534	1500	sample size	ml
EE0495_asv.535	1500	sample size	ml
EE0495_asv.537	1500	sample size	ml
EE0495_asv.538	1500	sample size	ml
EE0495_asv.539	1500	sample size	ml
EE0495_asv.541	1500	sample size	ml
EE0495_asv.542	1500	sample size	ml
EE0495_asv.543	1500	sample size	ml
EE0495_asv.544	1500	sample size	ml
EE0495_asv.545	1500	sample size	ml
EE0495_asv.546	1500	sample size	ml
EE0495_asv.547	1500	sample size	ml
EE0495_asv.548	1500	sample size	ml
EE0495_asv.549	1500	sample size	ml
EE0495_asv.550	1500	sample size	ml
EE0495_asv.552	1500	sample size	ml
EE0495_asv.553	1500	sample size	ml
EE0495_asv.554	1500	sample size	ml
EE0495_asv.556	1500	sample size	ml
EE0495_asv.558	1500	sample size	ml
EE0495_asv.559	1500	sample size	ml
EE0495_asv.560	1500	sample size	ml
EE0495_asv.561	1500	sample size	ml
EE0495_asv.562	1500	sample size	ml
EE0495_asv.564	1500	sample size	ml
EE0495_asv.565	1500	sample size	ml
EE0495_asv.566	1500	sample size	ml
EE0495_asv.568	1500	sample size	ml
EE0495_asv.570	1500	sample size	ml
EE0495_asv.571	1500	sample size	ml
EE0495_asv.572	1500	sample size	ml
EE0495_asv.573	1500	sample size	ml
EE0495_asv.574	1500	sample size	ml
EE0495_asv.575	1500	sample size	ml
EE0495_asv.576	1500	sample size	ml
EE0495_asv.577	1500	sample size	ml
EE0495_asv.578	1500	sample size	ml
EE0495_asv.579	1500	sample size	ml
EE0495_asv.580	1500	sample size	ml
EE0495_asv.581	1500	sample size	ml
EE0495_asv.582	1500	sample size	ml
EE0495_asv.583	1500	sample size	ml
EE0495_asv.585	1500	sample size	ml
EE0495_asv.586	1500	sample size	ml
EE0495_asv.587	1500	sample size	ml
EE0495_asv.588	1500	sample size	ml
EE0495_asv.589	1500	sample size	ml
EE0495_asv.591	1500	sample size	ml
EE0495_asv.593	1500	sample size	ml
EE0495_asv.597	1500	sample size	ml
EE0495_asv.598	1500	sample size	ml
EE0495_asv.599	1500	sample size	ml
EE0495_asv.600	1500	sample size	ml
EE0495_asv.601	1500	sample size	ml
EE0495_asv.602	1500	sample size	ml
EE0495_asv.603	1500	sample size	ml
EE0495_asv.604	1500	sample size	ml
EE0495_asv.606	1500	sample size	ml
EE0495_asv.610	1500	sample size	ml
EE0495_asv.612	1500	sample size	ml
EE0495_asv.613	1500	sample size	ml
EE0495_asv.614	1500	sample size	ml
EE0495_asv.615	1500	sample size	ml
EE0495_asv.616	1500	sample size	ml
EE0495_asv.617	1500	sample size	ml
EE0495_asv.619	1500	sample size	ml
EE0495_asv.621	1500	sample size	ml
EE0495_asv.625	1500	sample size	ml
EE0495_asv.626	1500	sample size	ml
EE0495_asv.629	1500	sample size	ml
EE0495_asv.630	1500	sample size	ml
EE0495_asv.632	1500	sample size	ml
EE0495_asv.634	1500	sample size	ml
EE0495_asv.636	1500	sample size	ml
EE0495_asv.637	1500	sample size	ml
EE0495_asv.638	1500	sample size	ml
EE0495_asv.639	1500	sample size	ml
EE0495_asv.640	1500	sample size	ml
EE0495_asv.641	1500	sample size	ml
EE0495_asv.642	1500	sample size	ml
EE0495_asv.646	1500	sample size	ml
EE0495_asv.647	1500	sample size	ml
EE0495_asv.648	1500	sample size	ml
EE0495_asv.649	1500	sample size	ml
EE0495_asv.651	1500	sample size	ml
EE0495_asv.654	1500	sample size	ml
EE0495_asv.657	1500	sample size	ml
EE0495_asv.658	1500	sample size	ml
EE0495_asv.659	1500	sample size	ml
EE0495_asv.661	1500	sample size	ml
EE0495_asv.662	1500	sample size	ml
EE0495_asv.664	1500	sample size	ml
EE0495_asv.665	1500	sample size	ml
EE0495_asv.666	1500	sample size	ml
EE0495_asv.667	1500	sample size	ml
EE0495_asv.668	1500	sample size	ml
EE0495_asv.669	1500	sample size	ml
EE0495_asv.671	1500	sample size	ml
EE0495_asv.672	1500	sample size	ml
EE0495_asv.673	1500	sample size	ml
EE0495_asv.674	1500	sample size	ml
EE0495_asv.675	1500	sample size	ml
EE0495_asv.676	1500	sample size	ml
EE0495_asv.678	1500	sample size	ml
EE0495_asv.679	1500	sample size	ml
EE0495_asv.680	1500	sample size	ml
EE0495_asv.681	1500	sample size	ml
EE0495_asv.682	1500	sample size	ml
EE0495_asv.684	1500	sample size	ml
EE0495_asv.685	1500	sample size	ml
EE0495_asv.687	1500	sample size	ml
EE0495_asv.689	1500	sample size	ml
EE0495_asv.691	1500	sample size	ml
EE0495_asv.693	1500	sample size	ml
EE0495_asv.694	1500	sample size	ml
EE0495_asv.697	1500	sample size	ml
EE0495_asv.698	1500	sample size	ml
EE0495_asv.700	1500	sample size	ml
EE0495_asv.701	1500	sample size	ml
EE0495_asv.702	1500	sample size	ml
EE0495_asv.703	1500	sample size	ml
EE0495_asv.705	1500	sample size	ml
EE0495_asv.707	1500	sample size	ml
EE0495_asv.708	1500	sample size	ml
EE0495_asv.710	1500	sample size	ml
EE0495_asv.713	1500	sample size	ml
EE0495_asv.717	1500	sample size	ml
EE0495_asv.718	1500	sample size	ml
EE0495_asv.720	1500	sample size	ml
EE0495_asv.721	1500	sample size	ml
EE0495_asv.722	1500	sample size	ml
EE0495_asv.723	1500	sample size	ml
EE0495_asv.724	1500	sample size	ml
EE0495_asv.725	1500	sample size	ml
EE0495_asv.726	1500	sample size	ml
EE0495_asv.727	1500	sample size	ml
EE0495_asv.728	1500	sample size	ml
EE0495_asv.731	1500	sample size	ml
EE0495_asv.732	1500	sample size	ml
EE0495_asv.733	1500	sample size	ml
EE0495_asv.734	1500	sample size	ml
EE0495_asv.735	1500	sample size	ml
EE0495_asv.738	1500	sample size	ml
EE0495_asv.739	1500	sample size	ml
EE0495_asv.742	1500	sample size	ml
EE0495_asv.743	1500	sample size	ml
EE0495_asv.744	1500	sample size	ml
EE0495_asv.745	1500	sample size	ml
EE0495_asv.747	1500	sample size	ml
EE0495_asv.748	1500	sample size	ml
EE0495_asv.749	1500	sample size	ml
EE0495_asv.750	1500	sample size	ml
EE0495_asv.751	1500	sample size	ml
EE0495_asv.755	1500	sample size	ml
EE0495_asv.757	1500	sample size	ml
EE0495_asv.758	1500	sample size	ml
EE0495_asv.759	1500	sample size	ml
EE0495_asv.760	1500	sample size	ml
EE0495_asv.762	1500	sample size	ml
EE0495_asv.764	1500	sample size	ml
EE0495_asv.767	1500	sample size	ml
EE0495_asv.768	1500	sample size	ml
EE0495_asv.769	1500	sample size	ml
EE0495_asv.770	1500	sample size	ml
EE0495_asv.773	1500	sample size	ml
EE0495_asv.775	1500	sample size	ml
EE0495_asv.776	1500	sample size	ml
EE0495_asv.778	1500	sample size	ml
EE0495_asv.781	1500	sample size	ml
EE0495_asv.785	1500	sample size	ml
EE0495_asv.786	1500	sample size	ml
EE0495_asv.787	1500	sample size	ml
EE0495_asv.788	1500	sample size	ml
EE0495_asv.791	1500	sample size	ml
EE0495_asv.792	1500	sample size	ml
EE0495_asv.793	1500	sample size	ml
EE0495_asv.794	1500	sample size	ml
EE0495_asv.796	1500	sample size	ml
EE0495_asv.797	1500	sample size	ml
EE0495_asv.799	1500	sample size	ml
EE0495_asv.800	1500	sample size	ml
EE0495_asv.801	1500	sample size	ml
EE0495_asv.803	1500	sample size	ml
EE0495_asv.805	1500	sample size	ml
EE0495_asv.807	1500	sample size	ml
EE0495_asv.809	1500	sample size	ml
EE0495_asv.810	1500	sample size	ml
EE0495_asv.812	1500	sample size	ml
EE0495_asv.814	1500	sample size	ml
EE0495_asv.817	1500	sample size	ml
EE0495_asv.818	1500	sample size	ml
EE0495_asv.819	1500	sample size	ml
EE0495_asv.820	1500	sample size	ml
EE0495_asv.821	1500	sample size	ml
EE0495_asv.822	1500	sample size	ml
EE0495_asv.823	1500	sample size	ml
EE0495_asv.824	1500	sample size	ml
EE0495_asv.826	1500	sample size	ml
EE0495_asv.828	1500	sample size	ml
EE0495_asv.829	1500	sample size	ml
EE0495_asv.830	1500	sample size	ml
EE0495_asv.831	1500	sample size	ml
EE0495_asv.833	1500	sample size	ml
EE0495_asv.835	1500	sample size	ml
EE0495_asv.836	1500	sample size	ml
EE0495_asv.837	1500	sample size	ml
EE0495_asv.839	1500	sample size	ml
EE0495_asv.842	1500	sample size	ml
EE0495_asv.843	1500	sample size	ml
EE0495_asv.844	1500	sample size	ml
EE0495_asv.846	1500	sample size	ml
EE0495_asv.847	1500	sample size	ml
EE0495_asv.848	1500	sample size	ml
EE0495_asv.850	1500	sample size	ml
EE0495_asv.851	1500	sample size	ml
EE0495_asv.852	1500	sample size	ml
EE0495_asv.853	1500	sample size	ml
EE0495_asv.855	1500	sample size	ml
EE0495_asv.856	1500	sample size	ml
EE0495_asv.857	1500	sample size	ml
EE0495_asv.858	1500	sample size	ml
EE0495_asv.861	1500	sample size	ml
EE0495_asv.863	1500	sample size	ml
EE0495_asv.864	1500	sample size	ml
EE0495_asv.865	1500	sample size	ml
EE0495_asv.867	1500	sample size	ml
EE0495_asv.871	1500	sample size	ml
EE0495_asv.872	1500	sample size	ml
EE0495_asv.873	1500	sample size	ml
EE0495_asv.877	1500	sample size	ml
EE0495_asv.878	1500	sample size	ml
